,SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
217,ClC1=CC(Cl)=C([N+]([O-])=O)C=C1[N+]([O-])=O,10.363308767951626,-0.813827160493827,10.363308767951626,0.2309259259259253,0.5838856247896914,236.998,234.98199999999997,235.939161904,74,0,0.29436307925483957,-0.2582595671275095,0.29436307925483957,0.2582595671275095,0.9285714285714286,1.2857142857142858,1.5714285714285714,35.49683505473887,10.261487714601536,2.217494748922585,-1.96869211610787,2.342764399426889,-1.9371538460218904,6.367297393291757,-0.3935629522057777,3.4178886149330863,385.2876856948381,10.878315177510851,6.438049837253075,7.9499077292899845,6.430428110326539,3.210175350228659,3.9661042962471145,2.269250788192282,3.0836510416734955,1.4096667032304322,2.015133334648121,0.8063560728496135,1.3275442947225415,-1.4,954.0870686415151,10.679365079365079,3.76741819863568,1.9126321560028188,87.3438870182599,0.0,10.045266627482652,0.0,0.0,11.374772549367124,0.0,20.228636537531145,0.0,0.0,0.0,23.20187978046503,6.06636706846161,0.0,15.912989166096953,9.846622097635342,34.57665232983216,0.0,0.0,0.0,0.0,0.0,42.40663730193702,0.0,0.0,0.0,11.374772549367124,0.0,23.20187978046503,9.846622097635342,0.0,20.228636537531145,0.0,12.13273413692322,10.045266627482652,0.0,0.0,86.28,21.221394647002466,20.228636537531145,0.0,10.045266627482652,0.0,12.13273413692322,0.0,0.0,0.0,0.0,23.20187978046503,0.0,10.904913076341646,19.0989632149156,20.2647656840514,-1.0782098765432093,0.0,1.6984567901234568,0.0,0.0,0.0,0.0,14,0,6,0,0,0,1,0,1,4,0,8,2,0,0,0,1,2.809800000000001,49.770799999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,OC1=C(C=C(C=C1C(CC)C)[N+](=O)[O-])[N+](=O)[O-],10.682688492063491,-0.8251851851851852,10.682688492063491,0.1864814814814817,0.6426558619443419,240.21499999999997,228.11899999999997,240.074621484,92,0,0.31736967169438124,-0.5018875394209572,0.5018875394209572,0.31736967169438124,1.2941176470588236,1.8823529411764706,2.2941176470588234,16.634082877798413,9.961452056479345,2.2502060225795515,-2.102743880034663,2.3842673316760528,-1.9908589840681756,5.582426038591303,-0.3944291866944068,3.480470536455776,472.0092160085263,13.162772227887025,9.413791537110752,9.413791537110752,7.879116515310284,5.03719815040426,5.03719815040426,3.726245131990644,3.726245131990644,2.6548486837097096,2.6548486837097096,1.465814368046096,1.465814368046096,-2.18,4459.625301685914,12.887476383265856,4.770617543252392,2.4947598431117988,96.99135677427898,5.106527394840706,0.0,5.749511833283905,0.0,5.687386274683562,5.687386274683562,20.228636537531145,0.0,0.0,0.0,13.847474399381248,12.338727669087403,11.629818560158606,15.912989166096953,14.953149492476047,11.374772549367124,0.0,0.0,0.0,26.18620206846865,0.0,37.92482216615136,0.0,5.749511833283905,0.0,11.374772549367124,5.749511833283905,0.0,14.953149492476047,0.0,20.228636537531145,31.749653560165648,12.13273413692322,0.0,0.0,0.0,106.51000000000002,21.28352020560281,25.335163932371852,0.0,17.16874381254195,6.4208216229260096,6.06636706846161,6.06636706846161,6.923737199690624,6.923737199690624,0.0,0.0,0.0,0.0,19.79902588813303,31.036913265306122,-0.7845370370370361,-0.6772685185185185,1.9421759259259257,0.6169463340891912,3.566744142101285,0.0,0.4,17,1,7,0,0,0,1,0,1,5,1,7,4,0,0,0,1,2.722100000000001,60.121600000000015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,C1=CC=CC=C1CC(N)C,5.624427437641724,0.26611111111111097,5.624427437641724,0.26611111111111097,0.6542162175383444,135.21,122.10599999999998,135.104799416,54,0,0.0050862390717970165,-0.32765583199596715,0.32765583199596715,0.0050862390717970165,1.3,1.9,2.4,14.592881775995155,10.090862491237779,1.9369749721827207,-2.024615948968453,1.9983107111119092,-2.1696568856277567,5.1485245522405805,0.738000173014991,2.5872871851548136,179.17957141667623,7.397341225498538,6.248558665513929,6.248558665513929,4.787693700234704,3.5831688861030555,3.5831688861030555,2.667006589078133,2.667006589078133,1.4005021979026941,1.4005021979026941,0.9858783585471156,0.9858783585471156,-0.8200000000000001,195.6254620163014,7.288932461873639,3.3737941826863076,2.1939048454146013,61.866120159699506,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,18.90801031431363,6.041840829147961,0.0,0.0,0.0,0.0,0.0,5.733667477162185,19.386399651764595,0.0,35.89528683400505,0.0,0.0,5.733667477162185,0.0,0.0,0.0,6.041840829147961,6.4208216229260096,0.0,12.487188691387619,30.33183534230805,0.0,0.0,0.0,26.02,0.0,0.0,0.0,6.041840829147961,0.0,6.4208216229260096,5.563451491696996,0.0,25.122838405075456,12.13273413692322,5.733667477162185,0.0,0.0,0.0,0.0,6.941557067271353,0.0,10.56455404383976,0.9730555555555556,2.0208333333333335,0.0,0.3333333333333333,10,2,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,1.5763,43.795400000000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,O=C(CC(=O)C1)CC1(C)C,10.86826388888889,-0.07696759259259256,10.86826388888889,0.07696759259259256,0.47560355806042937,140.182,128.08599999999998,140.083729624,56,0,0.14030063886166658,-0.2992006719204662,0.2992006719204662,0.14030063886166658,1.1,1.5,1.8,16.14915702665967,9.762450126568002,2.3055618601136474,-2.2612519988370323,2.302537285032581,-2.2817089959644545,6.014717657194313,-0.1327507168114112,2.6846867539485104,161.69661270558157,7.776020881938894,6.437816924487368,6.437816924487368,4.494800481421252,3.529568634023506,3.529568634023506,3.7718939174526325,3.7718939174526325,1.7457819157813605,1.7457819157813605,1.4749271053211392,1.4749271053211392,-0.66,106.45625088295157,7.447066381156318,2.185042395382901,1.6579175030176063,60.611058875164105,0.0,11.566489892729878,0.0,0.0,0.0,0.0,9.589074368143644,0.0,0.0,0.0,13.847474399381248,5.41499046939678,12.841643245852019,6.4208216229260096,9.589074368143644,11.566489892729878,0.0,0.0,5.41499046939678,33.10993926815928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.566489892729878,9.589074368143644,5.41499046939678,33.10993926815928,0.0,0.0,0.0,0.0,34.14,0.0,9.589074368143644,0.0,23.402301985052667,12.841643245852019,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,21.73652777777778,0.0,-0.07696759259259256,0.1967592592592602,0.0,1.3064583333333328,3.9205555555555556,0.0,0.75,10,0,2,1,0,1,0,0,0,2,0,2,0,1,0,1,1,1.3347,37.646,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,NCCN1CCNCC1,5.397278911564626,0.7916666666666666,5.397278911564626,0.7916666666666666,0.4945001489984833,129.207,114.08699999999999,129.12659748,54,0,0.010790990535527688,-0.32919852479962114,0.32919852479962114,0.010790990535527688,1.3333333333333333,2.0,2.5555555555555554,15.181968726138859,10.348170914977805,2.0583438667620966,-2.2570931872989726,1.8787207652137965,-2.446849159859623,4.663128134213991,0.2472196720782425,2.0778607554610558,65.94833690207419,6.52709773749546,5.767204551808868,5.767204551808868,4.431851652578137,3.564038369700924,3.564038369700924,2.3803159210946863,2.3803159210946863,1.6549429312673465,1.6549429312673465,1.1173260314852804,1.1173260314852804,-0.12,145.16653667335345,6.992612612612613,3.821107049779541,2.3015641219723184,56.20771699710748,11.050456081168516,0.0,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,0.0,0.0,39.26853843547545,0.0,0.0,0.0,0.0,10.216698334856808,5.733667477162185,0.0,39.26853843547545,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,44.16844816632592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.29,0.0,0.0,0.0,0.0,0.0,39.26853843547545,0.0,0.0,0.0,10.216698334856808,5.733667477162185,0.0,0.0,2.3854166666666665,3.2906377551020407,5.397278911564626,0.0,0.0,0.0,6.426666666666667,0.0,1.0,9,3,3,0,1,1,0,0,0,3,2,3,2,0,1,1,1,-1.1496999999999988,38.36410000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,OC1=C([N+]([O-])=O)C=C([N+]([O-])=O)C2=CC=CC=C12,10.802356386999245,-0.8524074074074073,10.802356386999245,0.09111111111111136,0.6334699307991836,234.167,228.11899999999997,234.027671292,86,0,0.3177539181915945,-0.501654499087733,0.501654499087733,0.3177539181915945,0.9411764705882353,1.4705882352941178,2.0,16.63412341901648,10.06761404237744,2.241325279835135,-2.0230517935086714,2.3918944835456135,-1.9443940514922222,5.978165369497622,-0.3931769842055629,2.9444953887522094,637.8740164457836,12.576985790260121,8.361385294303457,8.361385294303457,8.019744507803582,4.55581767496941,4.55581767496941,3.323228539292146,3.323228539292146,2.367589093391292,2.367589093391292,1.6167857532329228,1.6167857532329228,-2.6999999999999993,6767.303334176249,10.805788371993678,3.7063806664333487,1.6278091422327452,94.21325284842779,5.106527394840706,0.0,0.0,5.749511833283905,5.687386274683562,5.687386274683562,20.228636537531145,0.0,0.0,0.0,18.19910120538483,6.06636706846161,5.386224214464796,21.29921338056175,14.953149492476047,22.147220978296716,0.0,0.0,0.0,0.0,0.0,50.56047187983919,0.0,5.749511833283905,0.0,11.374772549367124,5.749511833283905,0.0,14.953149492476047,0.0,20.228636537531145,0.0,30.33183534230805,0.0,10.772448428929591,0.0,106.50999999999999,26.97090648028637,25.33516393237185,0.0,10.772448428929591,0.0,6.06636706846161,18.19910120538483,6.06636706846161,0.0,0.0,0.0,0.0,0.0,19.8996556122449,31.385783730158728,-1.0689814814814809,-0.5590740740740741,6.675949546485261,0.0,0.0,0.0,0.0,17,1,7,0,0,0,2,0,2,5,1,7,2,0,0,0,2,2.3617999999999997,58.92160000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,OC1=CC=C(CCC)C=C1,8.924892290249433,0.34708616780045376,8.924892290249433,0.34708616780045376,0.6612373528142192,136.19400000000002,124.09799999999997,136.088815004,54,0,0.11509484010720065,-0.5079666452523571,0.5079666452523571,0.11509484010720065,1.2,1.8,2.3,16.25463150612507,10.12005526649548,1.8887391044846813,-1.9602703315204693,2.0990249546164357,-1.7934125856804781,5.2521796818315325,0.47481115730033907,2.6938034523628094,188.3881691811921,7.397341225498538,6.170828234631557,6.170828234631557,4.825698502695489,3.605634174575719,3.605634174575719,2.4164471802110246,2.4164471802110246,1.4750154396167319,1.4750154396167319,0.951289731550217,0.951289731550217,-0.9800000000000001,210.07561699601456,7.130864745011085,3.254508450235671,1.7608451250134962,61.32046321488279,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.477292959539852,24.117007251546227,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,19.765380445542643,0.0,29.828919765543436,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,6.4208216229260096,0.0,18.90801031431363,24.26546827384644,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,5.749511833283905,12.841643245852019,5.563451491696996,12.13273413692322,12.13273413692322,6.923737199690624,5.106527394840706,0.0,0.0,0.0,8.924892290249433,1.2919444444444446,0.34708616780045376,7.368703703703703,2.255015117157974,2.1456916099773244,0.0,0.3333333333333333,10,1,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,2.3447000000000005,42.10180000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,C1=CC=CC=C1N(C2=CC=CC=C2)C=O,11.031859410430839,0.824074074074074,11.031859410430839,0.824074074074074,0.6925254326496476,197.23700000000002,186.14899999999997,197.084063972,74,0,0.21820736120403242,-0.2836563108203374,0.2836563108203374,0.21820736120403242,0.7333333333333333,1.1333333333333333,1.4666666666666666,16.14200696604172,10.224623097479332,2.0498919552570936,-2.164459300766539,2.2180936747216764,-2.1288176287508245,5.856137699978074,-0.10639015641357351,2.3775033169366506,385.30364544061837,10.510225400620904,8.206314847049708,8.206314847049708,7.4150149001725305,4.762481950688555,4.762481950688555,3.146509861834671,3.146509861834671,2.174137742449998,2.174137742449998,1.44797932259503,1.44797932259503,-2.0899999999999994,4283.695391696777,9.464452702776038,4.419468990214426,2.045973094419842,88.77479521020476,0.0,0.0,0.0,6.410095306116121,0.0,0.0,9.694446914922299,0.0,0.0,0.0,36.39820241076966,24.26546827384644,11.374772549367124,0.0,4.794537184071822,17.784867855483245,0.0,0.0,0.0,0.0,4.899909730850478,60.6636706846161,0.0,0.0,4.899909730850478,11.374772549367124,0.0,0.0,6.410095306116121,4.794537184071822,0.0,0.0,60.6636706846161,0.0,0.0,0.0,20.310000000000002,0.0,4.794537184071822,0.0,0.0,0.0,17.784867855483245,0.0,4.899909730850478,60.6636706846161,0.0,0.0,0.0,0.0,12.64297052154195,0.0,1.7475925925925933,0.0,19.118696145124716,0.824074074074074,0.0,0.0,0.0,15,0,2,0,0,0,2,0,2,1,0,2,3,0,0,0,2,2.9811000000000014,61.087000000000025,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,N1=C(C(=O)O)C=CC=C1C(=O)O,10.320315570672713,-1.2378703703703702,10.320315570672713,0.2686111111111107,0.6682498942725326,167.11999999999998,162.07999999999998,167.02185764,62,0,0.3540086443233345,-0.47650911834543486,0.47650911834543486,0.3540086443233345,1.0833333333333333,1.5,1.8333333333333333,16.37091953549982,10.280557232624393,2.0818456975428274,-1.941000345665702,1.9835597889708123,-2.0580545243177735,5.891310782495683,0.06848998823730007,3.121805775248301,304.683190204761,9.137828201504695,5.890188174996478,5.890188174996478,5.6090609052806215,3.046692417320072,3.046692417320072,2.0183727728471177,2.0183727728471177,1.1873284666339643,1.1873284666339643,0.6729283623630549,0.6729283623630549,-1.9099999999999997,472.11168662963706,8.189108027750247,2.99667013888714,1.5708289759166219,67.29244703371623,10.213054789681411,11.387855989696922,0.0,0.0,0.0,11.938610575903699,0.0,14.573052889090853,0.0,0.0,6.06636706846161,12.13273413692322,0.0,0.0,19.802129157825057,11.938610575903699,0.0,4.9839785209472085,0.0,0.0,0.0,29.58695719508175,0.0,0.0,0.0,0.0,0.0,0.0,27.135643886532314,0.0,0.0,20.976930357840565,18.19910120538483,0.0,0.0,0.0,87.49,11.938610575903699,9.589074368143644,0.0,11.387855989696922,0.0,0.0,18.19910120538483,0.0,0.0,4.9839785209472085,10.213054789681411,0.0,0.0,24.013316326530614,16.871220710506424,-0.5372222222222216,-2.4757407407407404,3.795092592592593,0.0,0.0,0.0,0.0,12,2,5,0,0,0,0,1,1,3,2,5,2,0,0,0,1,0.478,38.15560000000001,0,0,0,0,2,1,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
226,C1(C=O)=C(Cl)C=CC=C1F,12.535092592592592,-0.5810185185185184,12.535092592592592,0.07947530864197483,0.5734796593256095,158.55899999999997,154.527,157.993470648,52,0,0.15400679760770958,-0.2977230144373962,0.2977230144373962,0.15400679760770958,1.5,2.2,2.6,35.495691082939544,10.21112855208419,2.025309359238622,-1.938706900916648,2.1530568938485737,-1.8632118672596796,6.324527365913102,0.11152178147247248,3.296882075817547,239.5330614243171,7.560477932315068,4.973578313240821,5.729507259259275,4.753218857624055,2.6463588038558488,3.0243232768650756,1.7531849491911988,2.1603850759318046,1.1175603415984188,1.4471485626384641,0.6232984463865305,0.8308500417238825,-0.8900000000000001,186.20990064351324,7.219769484083424,2.7955789995506364,1.1625806560405687,62.42666896374525,0.0,5.817220841045895,6.286160523129555,0.0,0.0,0.0,4.794537184071822,4.39041504767482,0.0,0.0,17.667306958694127,12.13273413692322,0.0,10.586084805438322,9.184952231746642,17.88710041336207,0.0,0.0,0.0,0.0,0.0,34.60240685186905,0.0,0.0,0.0,4.39041504767482,0.0,11.600939890232516,6.286160523129555,0.0,5.817220841045895,10.357988675768818,18.19910120538483,5.022633313741326,0.0,0.0,17.07,5.817220841045895,9.184952231746642,0.0,10.586084805438322,6.286160523129555,0.0,18.19910120538483,0.0,0.0,0.0,11.600939890232516,12.535092592592592,5.458395061728394,10.123703703703704,0.14814814814814858,-0.07947530864197483,-0.5810185185185184,4.105802469135803,0.4004629629629628,0.0,0.0,0.0,10,0,1,0,0,0,1,0,1,1,0,3,1,0,0,0,1,2.2916,36.797500000000014,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,OC1=C(O)C=C(Cl)C=C1,8.765648148148149,-0.1921296296296291,8.765648148148149,0.15333333333333288,0.5449693137713396,144.55700000000002,139.517,143.99780708,48,0,0.15838937338277814,-0.5042589266866102,0.5042589266866102,0.15838937338277814,1.1111111111111112,1.7777777777777777,2.2222222222222223,35.495690785447216,10.307772784410497,1.9561220861095852,-1.9402068671364998,2.261600329603003,-1.6611586106493341,6.302848080828614,0.4035748087188433,3.171678030440916,222.29788705001033,6.8533711511285205,4.50444247157802,5.260371417596476,4.198377302757662,2.3742297037171567,2.752194176726384,1.6330362796253521,2.0694720600973366,0.9374604798012074,1.1725575825889463,0.4965876049114391,0.6629311599527351,-0.8900000000000001,104.20091930659319,6.233304562268803,2.1504230342026096,1.2659691269337427,57.32313685077066,10.213054789681411,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,12.13273413692322,11.089000382202936,0.0,10.213054789681411,11.600939890232516,0.0,0.0,0.0,0.0,0.0,23.221734519126155,0.0,11.49902366656781,0.0,0.0,11.49902366656781,11.600939890232516,10.213054789681411,0.0,0.0,0.0,18.19910120538483,5.022633313741326,0.0,0.0,40.46,0.0,0.0,0.0,11.49902366656781,5.022633313741326,0.0,18.19910120538483,0.0,0.0,0.0,21.813994679913925,0.0,5.445833333333333,0.0,17.9083950617284,0.0,-0.345462962962962,4.1023456790123465,0.0,0.0,0.0,0.0,9,2,2,0,0,0,1,0,1,2,2,3,0,0,0,0,1,1.7511999999999996,34.78160000000001,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,C1(C=O)=CC=C(OC2=CC=CC=C2)C=C1,10.435281749675688,0.648529331485681,10.435281749675688,0.648529331485681,0.7071693014525969,198.221,188.14099999999996,198.06807956,74,0,0.14955258724927373,-0.45738381959300034,0.45738381959300034,0.14955258724927373,0.8,1.4,2.0,16.48051870827446,10.212501308322365,1.9541517744344055,-2.040870256168825,2.1996129559675253,-1.8404328015497142,5.743578267498965,0.1118329500840759,2.146108592777894,431.85294915562497,10.510225400620904,8.089999272823986,8.089999272823986,7.381341395361316,4.66467649302307,4.66467649302307,3.102001326127715,3.102001326127715,1.995089888397645,1.995089888397645,1.2390558023772238,1.2390558023772238,-2.0899999999999994,4035.3008467528234,9.464452702776038,4.419468990214426,2.43654431920468,88.12850676950826,4.736862953800049,17.785184189697365,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,18.19910120538483,36.39820241076966,5.563451491696996,0.0,9.53140013787187,6.286160523129555,0.0,0.0,0.0,0.0,0.0,60.160755107851486,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,6.286160523129555,0.0,0.0,10.357988675768818,54.59730361615449,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,0.0,5.563451491696996,17.785184189697365,0.0,24.26546827384644,30.33183534230805,0.0,4.736862953800049,5.561904761904762,0.0,10.435281749675688,0.0,0.648529331485681,1.516808390022676,16.525673045822757,0.8118027210884353,0.0,0.0,0.0,15,0,2,0,0,0,2,0,2,2,0,2,3,0,0,0,2,3.291400000000001,58.34550000000003,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
