,SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
100,CCOC(=O)CCCCC(=O)OCC,10.875043383093978,-0.19781585936843826,10.875043383093978,0.19781585936843826,0.4652296975272086,202.24999999999997,184.10599999999997,202.120509056,82,0,0.30526765712898646,-0.46596920670870384,0.46596920670870384,0.30526765712898646,0.8571428571428571,1.2142857142857142,1.5,16.535266787336344,10.174330633060338,2.0374344484742837,-2.0169570205098686,2.020886729369274,-2.0558123409948186,5.700610001967959,-0.14494159719987118,3.2823051857661723,156.96081175542733,10.811554787871634,8.875633848974738,8.875633848974738,6.701907262607799,5.015167193676994,5.015167193676994,2.8171491208272794,2.8171491208272794,1.6224520910816391,1.6224520910816391,1.0049879773219088,1.0049879773219088,-1.06,1028.6442132160066,12.94,8.534349380925875,7.581959097553653,84.57386471650032,9.473725907600098,0.0,0.0,0.0,0.0,11.938610575903699,9.589074368143644,0.0,0.0,0.0,0.0,26.689117645233267,12.841643245852019,13.213763929025836,19.06280027574374,11.938610575903699,0.0,0.0,0.0,39.53076089108528,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.152374504929536,19.06280027574374,0.0,39.53076089108528,0.0,0.0,0.0,0.0,52.60000000000001,0.0,9.589074368143644,0.0,11.938610575903699,38.897050420729876,0.0,0.0,13.847474399381248,0.0,0.0,9.473725907600098,9.482615425799949,0.0,21.750086766187955,0.0,0.0,-0.3956317187368765,0.0,2.120818688586546,4.375444171495759,0.0,0.8,14,0,4,0,0,0,0,0,0,4,0,4,7,0,0,0,0,1.673,51.73400000000004,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101,N1CC(C)OC(C)C1,5.423611111111111,0.40162037037037,5.423611111111111,0.40162037037037,0.49263053013424374,115.17599999999999,102.07199999999997,115.099714036,48,0,0.06751576268862927,-0.37292509389907996,0.37292509389907996,0.06751576268862927,1.25,1.75,2.0,16.500521803923487,10.26562826485974,2.1230201422167805,-2.251136967269419,1.997111129038196,-2.4124868902252783,4.6646162307950405,-0.016613033225497897,2.2306376583301173,66.92878689342032,5.983127663125442,5.4771623912162095,5.4771623912162095,3.787693700234704,3.149708421284557,3.149708421284557,2.4155654890039084,2.4155654890039084,1.3282057084311265,1.3282057084311265,0.9826588779526485,0.9826588779526485,-0.08,64.0524865010122,6.046262626262625,2.464484911550468,1.4562252861602496,50.22153785939828,10.05365155780638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,13.08951281182515,12.207932775496605,4.736862953800049,0.0,0.0,5.316788604006331,0.0,26.055407174877853,13.08951281182515,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,25.297445587321757,4.736862953800049,0.0,13.847474399381248,0.0,0.0,0.0,0.0,21.259999999999998,0.0,0.0,0.0,0.0,12.207932775496605,13.08951281182515,0.0,0.0,0.0,19.16426300338758,4.736862953800049,5.423611111111111,0.0,0.0,3.2592592592592595,0.0,0.0,0.0,0.8032407407407403,6.180555555555555,0.0,1.0,8,1,2,0,1,1,0,0,0,2,1,2,0,0,1,1,1,0.3832,32.87869999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,ClC(C(Cl)Cl)Cl,5.114197530864197,-0.6728395061728396,5.114197530864197,0.6728395061728396,0.5273116875747288,167.85000000000002,165.834,165.891060784,38,0,0.13734361253139798,-0.10236499019348498,0.13734361253139798,0.10236499019348498,0.6666666666666666,0.8333333333333334,0.8333333333333334,35.544932634728475,10.929604932572378,2.063775394098705,-1.9459299813738697,2.160253366449708,-1.9590152142554615,6.563502330506944,1.2931681065158702,2.9934972434784735,26.52932501298081,5.1547005383792515,2.6665584304161607,5.690274214489978,2.6427344100918364,1.206204894277303,2.9519480161652423,0.6689098504474343,2.99647286995309,0.19047619047619047,1.7142857142857146,0.0,0.0,1.16,13.609640474436812,7.16,3.199293405324428,3.3537984496124036,56.31725804975285,0.0,9.67253938050011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,0.0,9.67253938050011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,9.67253938050011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67253938050011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,0.0,20.456790123456788,-1.3456790123456792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2.5938000000000008,30.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,ClC(CCl)Cl,5.095679012345679,-0.40586419753086433,5.095679012345679,0.30864197530864224,0.48025754849873664,133.405,130.381,131.930033136,32,0,0.12082872501594434,-0.12377171147587997,0.12377171147587997,0.12082872501594434,1.4,1.6,1.6,35.53954550262035,10.949696314646898,1.8823546186514357,-1.8207055755023214,2.007264996667799,-1.8206307801569839,6.469236242003005,1.3983334758239487,2.5395388613593908,18.854752972273346,4.284457050376173,2.418350469403855,4.6861373074592185,2.270055610029662,1.1119453128482721,2.5193393576170906,0.545388659770508,2.1310376386169176,0.11664236870396086,1.049781318335648,0.0,0.0,0.8699999999999999,9.65148445440323,5.87,3.0753388090349074,4.87,46.013991822871176,0.0,4.836269690250055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,0.0,0.0,0.0,5.880003444970339,0.0,34.802819670697545,0.0,0.0,0.0,4.836269690250055,5.880003444970339,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,10.716273135220394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.836269690250055,0.0,0.0,0.0,5.880003444970339,0.0,0.0,0.0,0.0,0.0,34.802819670697545,0.0,15.263888888888888,-0.40586419753086433,0.0,0.0,0.30864197530864224,0.0,0.0,0.0,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2.0289,26.213999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,C1[C@H](C[C@H]([C@@H](C1)C(C)C)O)C,9.70976851851852,-0.028935185185185563,9.70976851851852,0.028935185185185563,0.6179494584335712,156.26899999999998,136.10899999999998,156.15141526,66,0,0.05729302557713654,-0.39282090888948124,0.39282090888948124,0.05729302557713654,1.2727272727272727,1.9090909090909092,2.3636363636363638,16.267157471795358,9.754711401801321,2.280715003098926,-2.333994817741427,2.3250275437386585,-2.3114105196376813,4.790134798165741,0.026560480335360286,2.437159260034696,120.0411847243922,8.430721420318145,7.877935015818104,7.877935015818104,5.1090609052806215,4.789909525838158,4.789909525838158,4.3934434362154375,4.3934434362154375,2.9871899080425637,2.9871899080425637,2.1518823276524324,2.1518823276524324,-0.04,252.1073814437375,9.05124087591241,3.5728285052475055,2.193985626557494,69.81213265606578,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.19203322199788,30.5953613843362,0.0,6.103966387748303,5.106527394840706,0.0,0.0,0.0,17.75371813848418,46.1376428555982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.210493782589008,0.0,17.75371813848418,40.0336764678499,0.0,0.0,0.0,0.0,20.23,0.0,5.106527394840706,0.0,6.103966387748303,11.835812092322787,12.338727669087403,12.841643245852019,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,9.70976851851852,0.0,1.94787037037037,0.0,3.5154629629629626,6.660231481481482,0.0,1.0,11,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,2.4395000000000007,47.34980000000002,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,CC1(C)OCC(CO)O1,8.593240740740741,-0.49266203703703715,8.593240740740741,0.045069444444444606,0.5508317148884527,132.159,120.06299999999999,132.078644244,54,0,0.1629811860902336,-0.3935803378979399,0.3935803378979399,0.1629811860902336,1.6666666666666667,2.3333333333333335,2.5555555555555554,16.745038196751445,10.376044646572227,2.3120017572088676,-2.153017690015632,2.207855812707026,-2.2237562552454624,4.6851352809225,-0.14195129182915836,2.3771982270821406,100.47609517815881,6.905777393935816,5.755274007990405,5.755274007990405,4.138958433764684,3.065350032398756,3.065350032398756,2.6332679321860915,2.6332679321860915,1.2709430385869853,1.2709430385869853,0.85302213762528,0.85302213762528,-0.12,115.40353424156419,6.992612612612613,2.2483885652559703,1.6422873345935731,54.57945465749312,14.580253302440804,6.103966387748303,5.7871111525705965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,13.213763929025836,14.580253302440804,0.0,0.0,0.0,0.0,25.738551939700145,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.211368864185445,9.473725907600098,0.0,13.847474399381248,0.0,0.0,0.0,0.0,38.69,5.7871111525705965,0.0,0.0,12.71084835226122,6.606881964512918,0.0,0.0,0.0,13.847474399381248,0.0,14.580253302440804,10.387268518518518,0.0,0.0,8.593240740740741,0.0,-0.49266203703703715,0.0,-0.12500000000000022,4.220486111111112,0.0,1.0,9,1,3,0,1,1,0,0,0,3,1,3,1,0,1,1,1,0.13020000000000004,31.98979999999998,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,CC(O)CC,8.36111111111111,-0.11574074074074114,8.36111111111111,0.11574074074074114,0.4869274292842043,74.123,64.04299999999999,74.07316494,32,0,0.05090390435353902,-0.39343008722162376,0.39343008722162376,0.05090390435353902,1.8,2.0,2.0,16.26458483482447,10.326388173243133,1.81213208812015,-1.9009157450724339,1.8117510147633689,-1.9266451892068273,4.33838696655572,0.19054420525615087,2.5395388613593903,17.609640474436812,4.284457050376173,3.731670645876131,3.731670645876131,2.270055610029662,1.9509042305871973,1.9509042305871973,1.2572696565099426,1.2572696565099426,0.5908224762989184,0.5908224762989184,0.0,0.0,-0.04,9.65148445440323,4.960000000000001,2.212525252525253,3.9600000000000004,32.62831112321538,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,13.344558822616634,0.0,6.103966387748303,5.106527394840706,0.0,0.0,0.0,0.0,26.37226241005556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.210493782589008,0.0,0.0,20.268296022307258,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,6.103966387748303,0.0,6.4208216229260096,0.0,6.923737199690624,6.923737199690624,0.0,5.106527394840706,0.0,0.0,0.0,8.36111111111111,0.0,0.0,0.0,0.74537037037037,3.726851851851852,0.0,1.0,5,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.7772,21.971799999999995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,CCCCCCC(C)N,5.5746315192743765,0.4044964096749809,5.5746315192743765,0.4044964096749809,0.5662504505172608,129.24699999999999,110.09499999999998,129.151749608,56,0,0.0010432061602495039,-0.32798749203665556,0.32798749203665556,0.0010432061602495039,1.2222222222222223,1.8888888888888888,2.3333333333333335,14.591266421974526,10.101750814099645,1.91451717424861,-2.0173726150908893,2.0263410520478877,-2.1329800224432724,4.517076963458756,0.5750113069081972,2.746690906857495,50.52932501298081,7.112884175122364,6.69023444431199,6.69023444431199,4.270055610029662,4.026038674173369,4.026038674173369,2.826619190567346,2.826619190567346,1.5130193370866847,1.5130193370866847,0.8930895380237326,0.8930895380237326,-0.04,84.62711413110172,8.960000000000003,6.08562814070352,7.9600000000000035,58.63373652561852,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,13.344558822616634,6.041840829147961,0.0,0.0,0.0,0.0,0.0,5.733667477162185,51.99342334315925,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,6.041840829147961,0.0,0.0,45.95158251401129,0.0,0.0,0.0,0.0,26.02,0.0,0.0,0.0,0.0,6.041840829147961,0.0,32.10410811463005,0.0,0.0,13.847474399381248,5.733667477162185,0.0,0.0,0.0,0.0,5.5746315192743765,0.0,0.4044964096749809,6.550812547241119,4.303392857142857,0.0,1.0,9,2,1,0,0,0,0,0,0,1,1,1,5,0,0,0,0,2.3040000000000003,42.40840000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
108,C1(N)=CC=C(Cl)C=C1C#N,8.454228395061728,0.4236111111111114,8.454228395061728,0.4236111111111114,0.5766028663445448,152.584,147.54399999999998,152.01412584,50,0,0.1013465476444913,-0.39765617191847785,0.39765617191847785,0.1013465476444913,1.5,2.2,2.7,35.49569082189512,10.18552195459115,1.9574189052937594,-1.9430648027606574,2.155560842543209,-1.8782188198953702,6.303140136904363,1.4841731753892815,3.2546435469379356,288.1478479159225,7.560477932315068,5.134579145267688,5.890508091286144,4.736382105218448,2.6892980405619906,3.0672625135712184,1.8433757922646814,2.279811572736666,1.1357918642595095,1.370888967047248,0.6253261853614945,0.7974292093143619,-1.2,190.28823830466132,6.913636363636365,2.5902901465096244,1.201176223482462,63.832081839256674,5.733667477162185,6.069221312792274,0.0,0.0,0.0,0.0,0.0,0.0,5.261891554738487,0.0,11.600939890232516,18.19910120538483,10.710019588424888,5.563451491696996,0.0,17.28832616491608,5.261891554738487,0.0,0.0,0.0,5.733667477162185,28.78518601082315,0.0,6.069221312792274,5.733667477162185,5.687386274683562,0.0,11.600939890232516,0.0,0.0,11.33111286753076,5.563451491696996,18.19910120538483,5.022633313741326,0.0,0.0,49.81,0.0,0.0,0.0,0.0,16.273471080121883,0.0,6.06636706846161,12.13273413692322,6.069221312792274,0.0,22.596498922133186,0.0,5.588919753086419,0.0,8.98733024691358,6.307145061728396,0.0,6.727716049382716,0.0,0.0,0.0,0.0,10,2,2,0,0,0,1,0,1,2,1,3,0,0,0,0,1,1.7938800000000001,40.57940000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,CC(O)C#C,8.125,-0.5879629629629632,8.125,0.5879629629629632,0.39763540028303485,70.091,64.04299999999999,70.041864812,28,0,0.11121115883529961,-0.38068943106612235,0.38068943106612235,0.11121115883529961,2.0,2.2,2.2,16.263953967648817,10.449798121771977,1.7514807583452945,-1.8045023284603907,1.6587079907697628,-1.8962550646217915,4.891177507388321,0.2534812005752035,2.9394472463233274,49.158515496071495,4.284457050376173,3.1019141338792093,3.1019141338792093,2.270055610029662,1.4128994281264127,1.4128994281264127,0.8426401358822214,0.8426401358822214,0.24120226591665972,0.24120226591665972,0.0,0.0,-0.48,9.65148445440323,4.519999999999999,1.8040909090909085,3.5199999999999974,31.627536515074656,5.106527394840706,6.103966387748303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.423349895620259,5.920434318855644,6.923737199690624,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,13.027703587438927,0.0,0.0,0.0,12.343784214475903,0.0,0.0,0.0,0.0,11.210493782589008,0.0,12.343784214475903,6.923737199690624,0.0,0.0,0.0,0.0,20.23,6.103966387748303,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,12.343784214475903,5.106527394840706,0.0,0.0,0.0,8.125,0.0,2.0833333333333335,0.0,4.083333333333332,1.5416666666666667,0.0,0.5,5,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.00039999999999995595,20.513799999999996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,C1(O)=CC=CC=C1C(=O)N,10.483981481481482,-0.6128703703703702,10.483981481481482,0.07407407407407351,0.5912712208356958,137.13799999999998,130.08199999999997,137.047678464,52,0,0.25195368365308174,-0.5071219157350979,0.5071219157350979,0.25195368365308174,1.4,2.0,2.4,16.256542150308306,10.175925348622977,2.0274981642026724,-1.9565966151143812,2.1309278489673105,-2.100265111123534,5.9485269439162956,0.09975497991418986,3.1529414466808685,257.53794892648057,7.560477932315068,5.2422132319119505,5.2422132319119505,4.71521405516327,2.79375634676635,2.79375634676635,1.8813998285450038,1.8813998285450038,1.1695090573361995,1.1695090573361995,0.6820006348246528,0.6820006348246528,-1.51,182.2382192735223,6.607785630153122,2.389632707443791,1.0748936229840518,58.091991783146064,10.84019487200289,5.749511833283905,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,12.13273413692322,12.13273413692322,0.0,5.563451491696996,9.901064578912528,5.907179729351506,0.0,0.0,5.733667477162185,0.0,0.0,29.828919765543436,0.0,5.749511833283905,5.733667477162185,0.0,5.749511833283905,0.0,11.013707124192212,0.0,0.0,10.357988675768818,24.26546827384644,0.0,0.0,0.0,63.31999999999999,5.907179729351506,4.794537184071822,0.0,11.3129633249809,0.0,0.0,12.13273413692322,12.13273413692322,0.0,0.0,10.84019487200289,0.0,0.0,10.483981481481482,8.980092592592593,5.0707407407407405,-0.6869444444444437,6.15212962962963,0.0,0.0,0.0,0.0,10,3,3,0,0,0,1,0,1,2,2,3,1,0,0,0,1,0.49110000000000026,36.6247,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,C1(C=O)=C(C)C=CC=C1,10.227314814814815,0.7754629629629632,10.227314814814815,0.7754629629629632,0.5163635148900696,120.15099999999995,112.08699999999997,120.057514876,46,0,0.14981509489238043,-0.2978855399676184,0.2978855399676184,0.14981509489238043,1.3333333333333333,2.0,2.4444444444444446,16.12895341965136,10.1255173910092,1.8953978345159717,-1.9198333867885955,2.0151446797413173,-1.8172551752226258,5.762793833052666,0.11178635617500444,3.147979130039752,215.56254955650078,6.69023444431199,5.294999636411993,5.294999636411993,4.342535255101096,2.851727664179955,2.851727664179955,1.974439146144541,1.974439146144541,1.3154283271435934,1.3154283271435934,0.7190176230640689,0.7190176230640689,-1.11,130.65102508867633,6.016742712294044,2.4437525520871133,1.1653952158877172,54.32280944833394,0.0,6.286160523129555,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,24.26546827384644,12.487188691387619,5.563451491696996,0.0,4.794537184071822,6.286160523129555,0.0,0.0,0.0,6.923737199690624,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,6.286160523129555,0.0,6.923737199690624,15.921440167465814,24.26546827384644,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,0.0,17.413063506523546,0.0,0.0,31.18920547353706,0.0,0.0,0.0,0.0,10.227314814814815,0.0,1.8101851851851856,0.0,7.505092592592592,0.8703703703703702,1.9203703703703703,0.0,0.125,9,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1.80752,36.56650000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,C(=O)N(CCCC)CCCC,10.442692743764173,0.9305555555555556,10.442692743764173,0.9305555555555556,0.5178239385130051,157.25699999999998,138.10499999999996,157.146664228,66,0,0.20920244135297583,-0.34526788035303374,0.34526788035303374,0.20920244135297583,1.0909090909090908,1.5454545454545454,1.8181818181818181,16.14180625202043,10.26315854221088,1.9723558656373206,-2.15089497709109,1.948875107742905,-2.235026684522071,5.462163347932356,-0.11781329493062143,3.326343011048127,85.5635228093372,8.52709773749546,7.675452842272733,7.675452842272733,5.346065214951232,4.540570244549448,4.540570244549448,2.8484848014455406,2.8484848014455406,1.7468324014673702,1.7468324014673702,0.9396214038158075,0.9396214038158075,-0.53,277.1131930902578,10.47,7.575596620908132,5.892386483632524,69.58014371324954,4.899909730850478,0.0,0.0,6.410095306116121,0.0,0.0,4.794537184071822,0.0,0.0,0.0,26.689117645233267,12.841643245852019,13.08951281182515,0.0,4.794537184071822,6.410095306116121,0.0,4.899909730850478,0.0,39.53076089108528,13.08951281182515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.39951784879175,4.794537184071822,0.0,39.53076089108528,0.0,0.0,0.0,0.0,20.310000000000002,0.0,4.794537184071822,0.0,0.0,0.0,45.18289460964532,0.0,0.0,4.899909730850478,13.847474399381248,0.0,0.0,0.0,12.310748299319728,0.0,0.0,0.0,0.0,5.544800170068028,6.144451530612245,0.0,0.8888888888888888,11,0,2,0,0,0,0,0,0,1,0,2,7,0,0,0,0,2.045,47.453000000000024,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
